thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Intertrial_Mouse.x,Intertrial_Mouse.y,Intertrial_Mouse.leftButton,Intertrial_Mouse.midButton,Intertrial_Mouse.rightButton,Intertrial_Mouse.time,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Trial_2.started,PLUS_FP.started,mouse.started,Photodiode_plus.started,Photodiode_plus.stopped,PLUS_FP.stopped,polygon.started,Photodiode_polygon.started,Photodiode_polygon.stopped,Trial_2.stopped,FixDur,Type,RT,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,Intertrial_Period.started,Photodiode_2.started,Intertrial_Mouse.started,Photodiode_2.stopped,Intertrial_Period.stopped,trials_2.Intertrial_Mouse.x,trials_2.Intertrial_Mouse.y,trials_2.Intertrial_Mouse.leftButton,trials_2.Intertrial_Mouse.midButton,trials_2.Intertrial_Mouse.rightButton,trials_2.Intertrial_Mouse.time,text.started,BREAK.started,key_resp_5.started,text_3.started,BREAK.stopped,trials_3.key_resp_5.keys,trials_3.key_resp_5.rt,trials_3.key_resp_5.duration,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
83,0,83,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[2.3677111994475126],[],[],[],[],[],[],,,,3,0,3,0,83,0,83,0,1425.2867247993127,,,,,,,,,,,,1425.2713831998408,1425.2867247993127,0.0002725999802350998,1425.2867247993127,1425.4867813000455,1427.2715981993824,1427.2715981993824,1427.2715981993824,1427.2882498996332,1427.6398287992924,2,normal,0.3677111994475126,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[2.3677111994475126],1427.6401990000159,1427.655274999328,0.0002476004883646965,1427.954877499491,1429.190688399598,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
84,0,84,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[0.9004031997174025],[],[],[],[],[],[],,,,3,0,3,0,84,0,84,0,1429.2064058994874,,,,,,,,,,,,1429.1910413997248,1429.2064058994874,0.0002870000898838043,1429.2064058994874,1429.4065629998222,1429.6901775998995,1429.6901775998995,1429.6901775998995,1429.7068216996267,1430.0922379996628,0.5,normal,0.40040319971740246,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[0.9004031997174025],1430.0926557993516,1430.1071579996496,0.0002814996987581253,1430.407676300034,1431.742749299854,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
85,0,85,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[2.484736899845302],[],[],[],[],[],[],,,,3,0,3,0,85,0,85,0,1431.7578424001113,,,,,,,,,,,,1431.7430908996612,1431.7578424001113,0.00027430057525634766,1431.7578424001113,1431.9585651000962,1433.7433059997857,1433.7433059997857,1433.7433059997857,1433.7593891993165,1434.228486799635,2,normal,0.4847368998453021,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[2.484736899845302],1434.2288558995351,1434.2443252997473,0.00026410073041915894,1434.5439925994724,1435.4790022997186,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
86,0,86,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[2.518651300109923],[],[],[],[],[],[],,,,3,0,3,0,86,0,86,0,1435.4949172995985,,,,,,,,,,,,1435.479330599308,1435.4949172995985,0.00025849975645542145,1435.4949172995985,1435.6956503996626,1437.4801178993657,1437.4801178993657,1437.4801178993657,1437.496700999327,1437.9987159995362,2,normal,0.5186513001099229,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[2.518651300109923],1437.9990705000237,1438.0136508001015,0.00021960027515888214,1438.3139073997736,1439.2988661993295,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
87,0,87,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[2.46863909997046],[],[],[],[],[],[],,,,3,0,3,0,87,0,87,0,1439.3148564994335,,,,,,,,,,,,1439.2991934996098,1439.3148564994335,0.0002619996666908264,1439.3148564994335,1439.5151641992852,1441.2998180994764,1441.2998180994764,1441.2998180994764,1441.3166312994435,1441.768710100092,2,normal,0.46863909997045994,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[2.46863909997046],1441.7692666994408,1441.782717699185,0.0003985995426774025,1442.0838097995147,1443.1353353997692,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
88,0,88,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[1.784549199976027],[],[],[],[],[],[],,,,3,0,3,0,88,0,88,0,1443.1513481996953,,,,,,,,,,,,1443.1356512000784,1443.1513481996953,0.00024820026010274887,1443.1513481996953,1443.3514793999493,1444.4858027994633,1444.4858027994633,1444.4858027994633,1444.5024532992393,1444.920995899476,1.350669932535719,surprise,0.433879267440308,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[1.784549199976027],1444.9215163998306,1444.9363175993785,0.00038089975714683533,1445.236401299946,1446.1717368001118,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
89,0,89,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[2.434750000014901],[],[],[],[],[],[],,,,3,0,3,0,89,0,89,0,1446.1871755998582,,,,,,,,,,,,1446.1720861997455,1446.1871755998582,0.00027980003505945206,1446.1871755998582,1446.3874441999942,1448.172144900076,1448.172144900076,1448.172144900076,1448.1889656996354,1448.6075895996764,2,normal,0.43475000001490116,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[2.434750000014901],1448.6079858997837,1448.6225576000288,0.00026979949325323105,1448.9225867995992,1450.2579777995124,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
90,0,90,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[0.9170278999954462],[],[],[],[],[],[],,,,3,0,3,0,90,0,90,0,1450.273956200108,,,,,,,,,,,,1450.258343799971,1450.273956200108,0.00028850045055150986,1450.273956200108,1450.4740873994306,1450.7577075995505,1450.7577075995505,1450.7577075995505,1450.774150500074,1451.1761612994596,0.5,normal,0.4170278999954462,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[0.9170278999954462],1451.1765823997557,1451.1913934992626,0.00036880001425743103,1451.4915558993816,1452.792446299456,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
91,0,91,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[0.9004416996613145],[],[],[],[],[],[],,,,3,0,3,0,91,0,91,0,1452.808817899786,,,,,,,,,,,,1452.7926357993856,1452.808817899786,0.0001617996022105217,1452.808817899786,1453.0089449994266,1453.292623099871,1453.292623099871,1453.292623099871,1453.3091928996146,1453.6934043997899,0.5,normal,0.4004416996613145,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[0.9004416996613145],1453.6935804998502,1453.7096775993705,0.00012589991092681885,1454.0100721996278,1454.9609103994444,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
92,0,92,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[2.3189746998250484],[],[],[],[],[],[],,,,3,0,3,0,92,0,92,0,1454.9772155992687,,,,,,,,,,,,1454.9610361997038,1454.9772155992687,0.00010100007057189941,1454.9772155992687,1455.177343199961,1456.9622555999085,1456.9622555999085,1456.9622555999085,1456.9791422998533,1457.2806651992723,2,normal,0.31897469982504845,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[2.3189746998250484],1457.2810320993885,1457.2960655996576,0.0002458002418279648,1457.5961592998356,1458.665029099211,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
93,0,93,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[2.334552399814129],[],[],[],[],[],[],,,,3,0,3,0,93,0,93,0,1458.680989800021,,,,,,,,,,,,1458.6653513992205,1458.680989800021,0.0002576000988483429,1458.680989800021,1458.881257799454,1460.6659673992544,1460.6659673992544,1460.6659673992544,1460.6826382,1461.0006629992276,2,normal,0.3345523998141289,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[2.334552399814129],1461.0012068999931,1461.0162332998589,0.00041509978473186493,1461.316509399563,1462.4181010993198,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
94,0,94,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[0.8504784004762769],[],[],[],[],[],[],,,,3,0,3,0,94,0,94,0,1462.434021299705,,,,,,,,,,,,1462.4185309996828,1462.434021299705,0.0003599999472498894,1462.434021299705,1462.6343489000574,1462.9177981000394,1462.9177981000394,1462.9177981000394,1462.9344587000087,1463.269916399382,0.5,normal,0.3504784004762769,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[0.8504784004762769],1463.2704614000395,1463.284752799198,0.00041079986840486526,1463.584944599308,1464.5529752997681,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
95,0,95,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[2.4019461004063487],[],[],[],[],[],[],,,,3,0,3,0,95,0,95,0,1464.5691106999293,,,,,,,,,,,,1464.5532582998276,1464.5691106999293,0.00022409949451684952,1464.5691106999293,1464.7701443992555,1466.5543276993558,1466.5543276993558,1466.5543276993558,1466.5707302996889,1466.9559452999383,2,normal,0.4019461004063487,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[2.4019461004063487],1466.9563612993807,1466.9712779000401,0.0002848999574780464,1467.2714228993282,1468.3898340994492,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
96,0,96,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[0.9337372006848454],[],[],[],[],[],[],,,,3,0,3,0,96,0,96,0,1468.4056277992204,,,,,,,,,,,,1468.3901776997373,1468.4056277992204,0.0002557998523116112,1468.4056277992204,1468.605799799785,1468.8888985998929,1468.8888985998929,1468.8888985998929,1468.906037999317,1469.3243863992393,0.5,normal,0.43373720068484545,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[0.9337372006848454],1469.3246844001114,1469.3398661995307,0.00024349987506866455,1469.6400363994762,1470.5745954997838,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
97,0,97,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[1.2170751001685858],[],[],[],[],[],[],,,,3,0,3,0,97,0,97,0,1470.5908915996552,,,,,,,,,,,,1470.5749317994341,1470.5908915996552,0.0002627996727824211,1470.5908915996552,1470.7908708993345,1471.074585499242,1471.074585499242,1471.074585499242,1471.0912370998412,1471.7926270999014,0.5,normal,0.7170751001685858,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[1.2170751001685858],1471.7929663993418,1471.8085218993947,0.00023060012608766556,1472.1088396999985,1473.110505799763,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
98,0,98,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[0.832837600260973],[],[],[],[],[],[],,,,3,0,3,0,98,0,98,0,1473.1263694996014,,,,,,,,,,,,1473.1108238995075,1473.1263694996014,0.00024880003184080124,1473.1263694996014,1473.3263281993568,1473.6100436998531,1473.6100436998531,1473.6100436998531,1473.6266626995057,1473.9442160995677,0.5,normal,0.332837600260973,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[0.832837600260973],1473.944600299932,1473.9601687993854,0.0003003999590873718,1474.2604559995234,1475.212178199552,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
99,0,99,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[0.8667446002364159],[],[],[],[],[],[],,,,3,0,3,0,99,0,99,0,1475.228031099774,,,,,,,,,,,,1475.212529699318,1475.228031099774,0.0002870000898838043,1475.228031099774,1475.4281051997095,1475.7118192994967,1475.7118192994967,1475.7118192994967,1475.7285323999822,1476.079988299869,0.5,normal,0.36674460023641586,[-0.7944444444444444],[-0.49074074074074076],[1],[0],[0],[0.8667446002364159],1476.0804550992325,1476.0952359996736,0.0003469996154308319,1476.395594299771,1477.6473880996928,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
3,0,3,,,,,,,,,,,,,space,162.15305690001696,None,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1477.6579339997843,1477.6624672999606,1477.6624672999606,1639.8170913998038,space,162.15305690001696,None,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
0,0,0,[-0.5564814814814815],[-0.41203703703703703],[1],[0],[0],[0.8311489997431636],[],[],[],[],[],[],,,,4,0,4,0,0,0,0,0,1639.8316548997536,,,,,,,,,,,,1639.8182473992929,1639.8316548997536,0.0011216001585125923,1639.8316548997536,1640.0314410999417,1640.3318039998412,1640.3318039998412,1640.3318039998412,1640.3483810992911,1640.6501591000706,0.5,normal,0.3311489997431636,[-0.5564814814814815],[-0.41203703703703703],[1],[0],[0],[0.8311489997431636],1640.6506146993488,1640.6659192992374,0.00033170077949762344,1640.9658255996183,1642.2174900993705,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
1,0,1,[-0.5564814814814815],[-0.41203703703703703],[1],[0],[0],[2.3182124998420477],[],[],[],[],[],[],,,,4,0,4,0,1,0,1,0,1642.2337684994563,,,,,,,,,,,,1642.2177782999352,1642.2337684994563,0.00022639986127614975,1642.2337684994563,1642.433478999883,1644.2183166993782,1644.2183166993782,1644.2183166993782,1644.2353782998398,1644.5367243997753,2,normal,0.3182124998420477,[-0.5564814814814815],[-0.41203703703703703],[1],[0],[0],[2.3182124998420477],1644.5371151994914,1644.552269499749,0.0002656998112797737,1644.8523308997974,1646.003791499883,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
2,0,2,[-0.5564814814814815],[-0.41203703703703703],[1],[0],[0],[0.8172228997573256],[],[],[],[],[],[],,,,4,0,4,0,2,0,2,0,1646.0199959995225,,,,,,,,,,,,1646.0039121992886,1646.0199959995225,9.320024400949478e-05,1646.0199959995225,1646.220236399211,1646.5039254995063,1646.5039254995063,1646.5039254995063,1646.5205190991983,1646.8217305000871,0.5,normal,0.31722289975732565,[-0.5564814814814815],[-0.41203703703703703],[1],[0],[0],[0.8172228997573256],1646.822041399777,1646.8372038993984,0.0002760002389550209,1647.1377096995711,1648.2225412996486,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
3,0,3,[-0.5564814814814815],[-0.41203703703703703],[1],[0],[0],[0.7333786003291607],[],[],[],[],[],[],,,,4,0,4,0,3,0,3,0,1648.2385321995243,,,,,,,,,,,,1648.2228357000276,1648.2385321995243,0.00023059919476509094,1648.2385321995243,1648.4387059994042,1648.722233099863,1648.722233099863,1648.722233099863,1648.7385128997266,1648.9570639999583,0.5,normal,0.2333786003291607,[-0.5564814814814815],[-0.41203703703703703],[1],[0],[0],[0.7333786003291607],1648.9574533998966,1648.972522799857,0.00026960019022226334,1649.2727423999459,1650.207131399773,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
4,0,4,[-0.5564814814814815],[-0.41203703703703703],[1],[0],[0],[0.7677793009206653],[],[],[],[],[],[],,,,4,0,4,0,4,0,4,0,1650.2233263999224,,,,,,,,,,,,1650.2072470998392,1650.2233263999224,8.719973266124725e-05,1650.2233263999224,1650.423878699541,1650.7071351995692,1650.7071351995692,1650.7071351995692,1650.723870399408,1650.9759591994807,0.5,normal,0.26777930092066526,[-0.5564814814814815],[-0.41203703703703703],[1],[0],[0],[0.7677793009206653],1650.9763549994677,1650.9908797992393,0.00027589965611696243,1651.2911295993254,1652.4425384998322,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
5,0,5,[-0.5564814814814815],[-0.41203703703703703],[1],[0],[0],[0.8171733999624848],[],[],[],[],[],[],,,,4,0,4,0,5,0,5,0,1652.4582428000867,,,,,,,,,,,,1652.4428415000439,1652.4582428000867,0.00023769959807395935,1652.4582428000867,1652.6589358998463,1652.9423409998417,1652.9423409998417,1652.9423409998417,1652.9589404994622,1653.260857699439,0.5,normal,0.31717339996248484,[-0.5564814814814815],[-0.41203703703703703],[1],[0],[0],[0.8171733999624848],1653.2611977998167,1653.2763171996921,0.00022010039538145065,1653.5764024993405,1654.5102242995054,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
6,0,6,[-0.5564814814814815],[-0.41203703703703703],[1],[0],[0],[0.7849412998184562],[],[],[],[],[],[],,,,4,0,4,0,6,0,6,0,1654.5266545992345,,,,,,,,,,,,1654.5103402994573,1654.5266545992345,9.119976311922073e-05,1654.5266545992345,1654.727250199765,1655.010784899816,1655.010784899816,1655.010784899816,1655.0276341997087,1655.295769999735,0.5,normal,0.2849412998184562,[-0.5564814814814815],[-0.41203703703703703],[1],[0],[0],[0.7849412998184562],1655.2961105993018,1655.3116017999128,0.00028249993920326233,1655.6117559997365,1656.896518399939,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
7,0,7,[-0.5564814814814815],[-0.41203703703703703],[1],[0],[0],[2.484245900064707],[],[],[],[],[],[],,,,4,0,4,0,7,0,7,0,1656.9121110998094,,,,,,,,,,,,1656.8968119993806,1656.9121110998094,0.00023350026458501816,1656.9121110998094,1657.112707699649,1658.8973056999967,1658.8973056999967,1658.8973056999967,1658.9140201993287,1659.381565399468,2,normal,0.4842459000647068,[-0.5564814814814815],[-0.41203703703703703],[1],[0],[0],[2.484245900064707],1659.3818397996947,1659.397735399194,0.0002194000408053398,1659.6978121995926,1660.766281899996,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
8,0,8,[-0.8888888888888888],[-0.3574074074074074],[1],[0],[0],[1.083138200454414],[],[],[],[],[],[],,,,4,0,4,0,8,0,8,0,1660.782372799702,,,,,,,,,,,,1660.7665764000267,1660.782372799702,0.000234200619161129,1660.782372799702,1660.9824468996376,1661.2664987994358,1661.2664987994358,1661.2664987994358,1661.2831432996318,1661.8501337999478,0.5,normal,0.5831382004544139,[-0.8888888888888888],[-0.3574074074074074],[1],[0],[0],[1.083138200454414],1661.8502926994115,1661.866008299403,0.00010639987885951996,1662.1668635997921,1663.0853605996817,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
9,0,9,[-0.8888888888888888],[-0.35648148148148145],[1],[0],[0],[2.3514507999643683],[],[],[],[],[],[],,,,4,0,4,0,9,0,9,0,1663.1009756000713,,,,,,,,,,,,1663.0857108999044,1663.1009756000713,0.0002833995968103409,1663.1009756000713,1663.3014009995386,1665.0859471997246,1665.0859471997246,1665.0859471997246,1665.1027456996962,1665.4378255000338,2,normal,0.35145079996436834,[-0.8888888888888888],[-0.35648148148148145],[1],[0],[0],[2.3514507999643683],1665.4381575994194,1665.453039799817,0.0002223001793026924,1665.7531893998384,1667.021695099771,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
10,0,10,[-0.8888888888888888],[-0.35648148148148145],[1],[0],[0],[2.3676287000998855],[],[],[],[],[],[],,,,4,0,4,0,10,0,10,0,1667.0376299992204,,,,,,,,,,,,1667.0220252992585,1667.0376299992204,0.00026200059801340103,1667.0376299992204,1667.2378306994215,1669.0226986994967,1669.0226986994967,1669.0226986994967,1669.0394605994225,1669.3903666995466,2,normal,0.36762870009988546,[-0.8888888888888888],[-0.35648148148148145],[1],[0],[0],[2.3676287000998855],1669.3907287996262,1669.406404399313,0.00025979988276958466,1669.7059387993068,1671.0411437992007,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
11,0,11,[-0.8888888888888888],[-0.35648148148148145],[1],[0],[0],[0.8499724995344877],[],[],[],[],[],[],,,,4,0,4,0,11,0,11,0,1671.0573817994446,,,,,,,,,,,,1671.0412673000246,1671.0573817994446,9.62996855378151e-05,1671.0573817994446,1671.2578397998586,1671.5413730992004,1671.5413730992004,1671.5413730992004,1671.5580038996413,1671.8915830999613,0.5,normal,0.3499724995344877,[-0.8888888888888888],[-0.35648148148148145],[1],[0],[0],[0.8499724995344877],1671.8917536996305,1671.9080432998016,0.00012530013918876648,1672.2085412992164,1673.2101405998692,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
12,0,12,[-0.8888888888888888],[-0.35648148148148145],[1],[0],[0],[1.6342754000797868],[],[],[],[],[],[],,,,4,0,4,0,12,0,12,0,1673.2260521994904,,,,,,,,,,,,1673.210474099964,1673.2260521994904,0.00026319921016693115,1673.2260521994904,1673.4259895998985,1674.343470399268,1674.343470399268,1674.343470399268,1674.3601471995935,1674.845514299348,1.1259719578924412,surprise,0.5083034421873456,[-0.8888888888888888],[-0.35648148148148145],[1],[0],[0],[1.6342754000797868],1674.845906299539,1674.8610855992883,0.0002474002540111542,1675.1607865998521,1676.4961797995493,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
13,0,13,[-0.8888888888888888],[-0.35648148148148145],[1],[0],[0],[2.384914799593389],[],[],[],[],[],[],,,,4,0,4,0,13,0,13,0,1676.5115260994062,,,,,,,,,,,,1676.4965097997338,1676.5115260994062,0.0002632997930049896,1676.5115260994062,1676.7122679995373,1678.4971709996462,1678.4971709996462,1678.4971709996462,1678.5138336000964,1678.8822260992602,2,normal,0.38491479959338903,[-0.8888888888888888],[-0.35648148148148145],[1],[0],[0],[2.384914799593389],1678.88264889922,1678.897444400005,0.00027609989047050476,1679.1973159993067,1680.0990514997393,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
14,0,14,[-0.8888888888888888],[-0.35648148148148145],[1],[0],[0],[2.5848396997898817],[],[],[],[],[],[],,,,4,0,4,0,14,0,14,0,1680.1150634996593,,,,,,,,,,,,1680.0996074993163,1680.1150634996593,0.0005093002691864967,1680.1150634996593,1680.3151659993455,1682.1002838993445,1682.1002838993445,1682.1002838993445,1682.117496099323,1682.6852543000132,2,normal,0.5848396997898817,[-0.8888888888888888],[-0.35648148148148145],[1],[0],[0],[2.5848396997898817],1682.6856313999742,1682.7007101997733,0.0002504996955394745,1683.0009846994653,1684.2693345993757,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
15,0,15,[-0.8888888888888888],[-0.35648148148148145],[1],[0],[0],[0.8168561002239585],[],[],[],[],[],[],,,,4,0,4,0,15,0,15,0,1684.2856193995103,,,,,,,,,,,,1684.2697003996,1684.2856193995103,0.00028229970484972,1684.2856193995103,1684.4855129998177,1684.7857300993055,1684.7857300993055,1684.7857300993055,1684.802360699512,1685.0875050993636,0.5,normal,0.3168561002239585,[-0.8888888888888888],[-0.35648148148148145],[1],[0],[0],[0.8168561002239585],1685.0878993999213,1685.1032221000642,0.00025270041078329086,1685.4032737994567,1686.4046398997307,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
16,0,16,[-0.8888888888888888],[-0.35648148148148145],[1],[0],[0],[1.7510371999815106],[],[],[],[],[],[],,,,4,0,4,0,16,0,16,0,1686.4197501996532,,,,,,,,,,,,1686.4048755997792,1686.4197501996532,0.00018039997667074203,1686.4197501996532,1686.620482799597,1687.788290400058,1687.788290400058,1687.788290400058,1687.8050804995,1688.1566426996142,1.3822285665586969,surprise,0.3688086334228138,[-0.8888888888888888],[-0.35648148148148145],[1],[0],[0],[1.7510371999815106],1688.1570441992953,1688.1719052996486,0.0002630995586514473,1688.4720722995698,1689.3902996992692,[],[],[],[],[],[],,,,,,,,,,617985,001,2024-12-03_13h49.43.100,Foreperiod_task,2024.2.1post4,60.068213507155185,2024-12-03 13h50.05.488214 -0800,
