thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Trial_2.started,PLUS_FP.started,mouse.started,AVG.started,Photodiode_plus.started,Photodiode_plus.stopped,PLUS_FP.stopped,polygon.started,Photodiode_polygon.started,Photodiode_polygon.stopped,Trial_2.stopped,FixDur,Type,RT,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,Intertrial_Period.started,Photodiode_2.started,Photodiode_2.stopped,Intertrial_Period.stopped,text.started,BREAK.started,Instructions.started,key_resp_5.started,BREAK.stopped,trials_3.key_resp_5.keys,trials_3.key_resp_5.rt,trials_3.key_resp_5.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
7,0,7,[-0.43796296296296294],[-0.2824074074074074],[1],[0],[0],[2.2683140002191067],,,,1,0,1,0,7,0,7,0,484.98780960030854,,,,,,,,,,,,484.972351600416,484.98780960030854,0.00026169978082180023,484.98780960030854,484.98780960030854,485.1882079001516,486.9731961004436,486.9731961004436,486.9731961004436,486.99020740017295,487.24140090029687,2,normal,0.2683140002191067,[-0.43796296296296294],[-0.2824074074074074],[1],[0],[0],[2.2683140002191067],487.2418411998078,487.25675800070167,487.5569748003036,488.87529730051756,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
8,0,8,[-0.43796296296296294],[-0.2824074074074074],[1],[0],[0],[2.251515499316156],,,,1,0,1,0,8,0,8,0,488.89139190036803,,,,,,,,,,,,488.87558310013264,488.89139190036803,0.0003014998510479927,488.89139190036803,488.89139190036803,489.0915465001017,490.8765603005886,490.8765603005886,490.8765603005886,490.8935146005824,491.1277900999412,2,normal,0.2515154993161559,[-0.43796296296296294],[-0.2824074074074074],[1],[0],[0],[2.251515499316156],491.1281949002296,491.1432687006891,491.4435792006552,492.8120223004371,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
9,0,9,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.6337194005027413],,,,1,0,1,0,9,0,9,0,492.82818910013884,,,,,,,,,,,,492.81228969991207,492.82818910013884,0.0002969997003674507,492.82818910013884,492.82818910013884,493.0281937001273,493.3118706000969,493.3118706000969,493.3118706000969,493.3285320000723,493.44685429986566,0.5,normal,0.13371940050274134,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.6337194005027413],493.44737370032817,493.4621561001986,493.76214350014925,494.9805112006143,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
10,0,10,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[1.7011018004268408],,,,1,0,1,0,10,0,10,0,494.9964271998033,,,,,,,,,,,,494.9807716999203,494.9964271998033,0.00027529988437891006,494.9964271998033,494.9964271998033,495.19676529988647,496.41428290028125,496.41428290028125,496.41428290028125,496.430933999829,496.6826822999865,1.4216852252970213,surprise,0.27941657512981943,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[1.7011018004268408],496.6832865998149,496.6978536006063,496.99795230012387,497.9996931999922,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
11,0,11,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.384866200387478],,,,1,0,1,0,11,0,11,0,498.01554210018367,,,,,,,,,,,,497.9999557007104,498.01554210018367,0.0002847006544470787,498.01554210018367,498.01554210018367,498.2158679999411,500.0006255004555,500.0006255004555,500.0006255004555,500.01729340013117,500.3855232000351,2,normal,0.3848662003874779,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.384866200387478],500.3858695998788,500.40124400053173,500.7013975000009,502.06984170060605,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
12,0,12,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[1.0678560994565487],,,,1,0,1,0,12,0,12,0,502.0855196006596,,,,,,,,,,,,502.07008950039744,502.0855196006596,0.00025999918580055237,502.0855196006596,502.0855196006596,502.28588850051165,502.569513999857,502.569513999857,502.569513999857,502.58627989981323,503.1387809002772,0.5,normal,0.5678560994565487,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[1.0678560994565487],503.13922870066017,503.1528666000813,503.453990300186,504.8052556999028,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
13,0,13,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.9005872998386621],,,,1,0,1,0,13,0,13,0,504.8212849004194,,,,,,,,,,,,504.8055357998237,504.8212849004194,0.00029639992862939835,504.8212849004194,504.8212849004194,505.02139640040696,505.30507840029895,505.30507840029895,505.30507840029895,505.3217186005786,505.7069490002468,0.5,normal,0.40058729983866215,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.9005872998386621],505.7074027005583,505.72201209980994,506.02219960000366,507.2238680999726,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
14,0,14,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.7669008998200297],,,,1,0,1,0,14,0,14,0,507.2402536002919,,,,,,,,,,,,507.22412900067866,507.2402536002919,0.00027140043675899506,507.2402536002919,507.2402536002919,507.44009970035404,507.7237702999264,507.7237702999264,507.7237702999264,507.74035030044615,507.9916861001402,0.5,normal,0.26690089982002974,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.7669008998200297],507.99216890055686,508.0067870998755,508.30763030052185,509.42601339984685,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
15,0,15,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.9660184001550078],,,,1,0,1,0,15,0,15,0,509.4418446002528,,,,,,,,,,,,509.4263206999749,509.4418446002528,0.0003182999789714813,509.4418446002528,509.4418446002528,509.6418789001182,509.92565640062094,509.92565640062094,509.92565640062094,509.94221340026706,510.3928601006046,0.5,normal,0.46601840015500784,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.9660184001550078],510.3931209007278,510.4087832001969,510.7094561001286,511.92786820046604,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
16,0,16,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8669181996956468],,,,1,0,1,0,16,0,16,0,511.9438415998593,,,,,,,,,,,,511.92814480047673,511.9438415998593,0.0002944003790616989,511.9438415998593,511.9438415998593,512.1439976999536,512.4272517003119,512.4272517003119,512.4272517003119,512.4442317001522,512.795892899856,0.5,normal,0.36691819969564676,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8669181996956468],512.7963356003165,512.8112186007202,513.1118157003075,514.1129510998726,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
17,0,17,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8341694995760918],,,,1,0,1,0,17,0,17,0,514.128973800689,,,,,,,,,,,,514.1132295001298,514.128973800689,0.0002967994660139084,514.128973800689,514.128973800689,514.3292263001204,514.6127539006993,514.6127539006993,514.6127539006993,514.6298096003011,514.9482415998355,0.5,normal,0.33416949957609177,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8341694995760918],514.948673600331,514.9630449004471,515.2632416002452,516.3148595001549,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
18,0,18,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.7836820995435119],,,,1,0,1,0,18,0,18,0,516.3308466002345,,,,,,,,,,,,516.3151561003178,516.3308466002345,0.00033689942210912704,516.3308466002345,516.3308466002345,516.5310516003519,516.8149938005954,516.8149938005954,516.8149938005954,516.8314255001023,517.0996770001948,0.5,normal,0.28368209954351187,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.7836820995435119],517.10009610001,517.1148110004142,517.4141799006611,518.7835764000192,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
19,0,19,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.3331866003572941],,,,1,0,1,0,19,0,19,0,518.799488699995,,,,,,,,,,,,518.7838514000177,518.799488699995,0.0002935994416475296,518.799488699995,518.799488699995,518.9998484998941,,,,,519.1178632006049,2,normal,-1.666813399642706,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.3331866003572941],519.1182631999254,519.1330997999758,519.4333188999444,520.4516623001546,519.1330997999758,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
20,0,20,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.9833326991647482],,,,1,0,1,0,20,0,20,0,520.4676446998492,,,,,,,,,,,,520.451922500506,520.4676446998492,0.0002675997093319893,520.4676446998492,520.4676446998492,520.6677852999419,520.9513848004863,520.9513848004863,520.9513848004863,520.967997699976,521.435911600478,0.5,normal,0.4833326991647482,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.9833326991647482],521.4362294003367,521.4519517999142,521.7520594000816,522.8034800998867,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
21,0,21,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8500840002670884],,,,1,0,1,0,21,0,21,0,522.8197017004713,,,,,,,,,,,,522.8037620000541,522.8197017004713,0.00029799994081258774,522.8197017004713,522.8197017004713,523.0198265006766,523.30333300028,523.30333300028,523.30333300028,523.3199768001214,523.6545680006966,0.5,normal,0.3500840002670884,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8500840002670884],523.6549276998267,523.6702131005004,523.9705003006384,525.3389413002878,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
22,0,22,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.4848998999223113],,,,1,0,1,0,22,0,22,0,525.3549792002887,,,,,,,,,,,,525.3392042005435,525.3549792002887,0.00027799978852272034,525.3549792002887,525.3549792002887,525.5551100000739,527.3399574002251,527.3399574002251,527.3399574002251,527.3567260000855,527.8248898005113,2,normal,0.4848998999223113,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.4848998999223113],527.8252651002258,527.8401875998825,528.1407655002549,529.0589960999787,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
23,0,23,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.285073700360954],,,,1,0,1,0,23,0,23,0,529.0747984005138,,,,,,,,,,,,529.0592613006011,529.0747984005138,0.00028110016137361526,529.0747984005138,529.0747984005138,529.2749886000529,531.0598688004538,531.0598688004538,531.0598688004538,531.0765173006803,531.3451382005587,2,normal,0.2850737003609538,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.285073700360954],531.3455766001716,531.3600468998775,531.6604933999479,532.578538400121,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
24,0,24,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[1.5175339002162218],,,,1,0,1,0,24,0,24,0,532.5944051006809,,,,,,,,,,,,532.5788186006248,532.5944051006809,0.00029450003057718277,532.5944051006809,532.5944051006809,532.7945142006502,533.7119158999994,533.7119158999994,533.7119158999994,533.7286497000605,534.0974537003785,1.1240881059261567,surprise,0.3934457942900651,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[1.5175339002162218],534.0979240005836,534.1122709000483,534.4126374004409,535.7147714998573,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
25,0,25,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[1.4834719998762012],,,,1,0,1,0,25,0,25,0,535.7302005002275,,,,,,,,,,,,535.7150794006884,535.7302005002275,0.0003295997157692909,535.7302005002275,535.7302005002275,535.930483000353,536.9148818999529,536.9148818999529,536.9148818999529,536.9313965002075,537.199413199909,1.1893055641787051,surprise,0.294166435697496,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[1.4834719998762012],537.1998645002022,537.2145651001483,537.5151123004034,538.5834073005244,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
26,0,26,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8836596002802253],,,,1,0,1,0,26,0,26,0,538.5994146000594,,,,,,,,,,,,538.5836847005412,538.5994146000594,0.0003049001097679138,538.5994146000594,538.5994146000594,538.7995616998523,539.0832445006818,539.0832445006818,539.0832445006818,539.0998498005792,539.46813020017,0.5,normal,0.3836596002802253,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8836596002802253],539.4685605000705,539.4834109004587,539.7841394999996,541.0687418002635,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
27,0,27,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.7844933001324534],,,,1,0,1,0,27,0,27,0,541.0848341006786,,,,,,,,,,,,541.0690092006698,541.0848341006786,0.0002804994583129883,541.0848341006786,541.0848341006786,541.2849575001746,541.56884310022,541.56884310022,541.56884310022,541.585346000269,541.8543289005756,0.5,normal,0.28449330013245344,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.7844933001324534],541.854853999801,541.8690470000729,542.1691439999267,543.1378468004987,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
28,0,28,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.4347872994840145],,,,1,0,1,0,28,0,28,0,543.1535259000957,,,,,,,,,,,,543.1381686003879,543.1535259000957,0.0003300001844763756,543.1535259000957,543.1535259000957,543.3535393001512,545.1380868004635,545.1380868004635,545.1380868004635,545.1548984004185,545.5740061001852,2,normal,0.4347872994840145,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.4347872994840145],545.5745430998504,545.5888897003606,545.8889049999416,547.1072507007048,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
29,0,29,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8160132002085447],,,,1,0,1,0,29,0,29,0,547.12329480052,,,,,,,,,,,,547.1075330004096,547.12329480052,0.00029799994081258774,547.12329480052,547.12329480052,547.3226668005809,547.607006800361,547.607006800361,547.607006800361,547.623308500275,547.9239760003984,0.5,normal,0.31601320020854473,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8160132002085447],547.9243124006316,547.9400853998959,548.2407261999324,549.4079704005271,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
30,0,30,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.436397699639201],,,,1,0,1,0,30,0,30,0,549.4245487004519,,,,,,,,,,,,549.4080810006708,549.4245487004519,0.00011450052261352539,549.4245487004519,549.4245487004519,549.6250760005787,551.4100354006514,551.4100354006514,551.4100354006514,551.4267281005159,551.8451546002179,2,normal,0.43639769963920116,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.436397699639201],551.8456466998905,551.8604787001386,552.1606399007142,553.4291385998949,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
31,0,31,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3347530998289585],,,,1,0,1,0,31,0,31,0,553.4450244000182,,,,,,,,,,,,553.4293977003545,553.4450244000182,0.00027330033481121063,553.4450244000182,553.4450244000182,553.6452165003866,555.4300947999582,555.4300947999582,555.4300947999582,555.4467364000157,555.7650033002719,2,normal,0.3347530998289585,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3347530998289585],555.7655683001503,555.780834400095,556.0807926999405,557.2654087999836,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
32,0,32,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.9171345001086593],,,,1,0,1,0,32,0,32,0,557.2815327998251,,,,,,,,,,,,557.2656775005162,557.2815327998251,0.0002851998433470726,557.2815327998251,557.2815327998251,557.4819505000487,557.7653277004138,557.7653277004138,557.7653277004138,557.7815471999347,558.183441400528,0.5,normal,0.41713450010865927,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.9171345001086593],558.1838035006076,558.1989924004301,558.4984654998407,559.4675572002307,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
33,0,33,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8497889004647732],,,,1,0,1,0,33,0,33,0,559.4833631999791,,,,,,,,,,,,559.4678405998275,559.4833631999791,0.0002950001507997513,559.4833631999791,559.4833631999791,559.6835051001981,559.9671790003777,559.9671790003777,559.9671790003777,559.9838187005371,560.3182794004679,0.5,normal,0.3497889004647732,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8497889004647732],560.3186448998749,560.3341000005603,560.6344263004139,561.7527771005407,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
34,0,34,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.849902200512588],,,,1,0,1,0,34,0,34,0,561.7686192002147,,,,,,,,,,,,561.7530407002196,561.7686192002147,0.0002808002755045891,561.7686192002147,561.7686192002147,561.9687767000869,562.2528153005987,562.2528153005987,562.2528153005987,562.2692520003766,562.6033759005368,0.5,normal,0.349902200512588,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.849902200512588],562.6035451004282,562.6190287005156,562.9198888000101,564.2047100001946,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
35,0,35,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3342963997274637],,,,1,0,1,0,35,0,35,0,564.2207078998908,,,,,,,,,,,,564.2049552006647,564.2207078998908,0.0002608001232147217,564.2207078998908,564.2207078998908,564.4208353003487,566.2056114999577,566.2056114999577,566.2056114999577,566.2223677001894,566.5396979004145,2,normal,0.3342963997274637,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3342963997274637],566.539867900312,566.5554496003315,566.8562238002196,567.7577635999769,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
36,0,36,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.2517232997342944],,,,1,0,1,0,36,0,36,0,567.7738446006551,,,,,,,,,,,,567.7580214003101,567.7738446006551,0.00027669966220855713,567.7738446006551,567.7738446006551,567.9739423999563,569.758653299883,569.758653299883,569.758653299883,569.7753897998482,570.0105249006301,2,normal,0.2517232997342944,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.2517232997342944],570.0109453005716,570.0250597000122,570.3257475998253,571.5780182005838,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
37,0,37,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.367680300027132],,,,1,0,1,0,37,0,37,0,571.5930500999093,,,,,,,,,,,,571.5783438002691,571.5930500999093,0.0003453996032476425,571.5930500999093,571.5930500999093,571.793679700233,573.5784296998754,573.5784296998754,573.5784296998754,573.5951022002846,573.9467136003077,2,normal,0.36768030002713203,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.367680300027132],573.9470899002627,573.9620647998527,574.2625326998532,575.2138144001365,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
38,0,38,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[1.217161500826478],,,,1,0,1,0,38,0,38,0,575.2297280002385,,,,,,,,,,,,575.214077600278,575.2297280002385,0.00027719978243112564,575.2297280002385,575.2297280002385,575.4300608001649,575.7137462999672,575.7137462999672,575.7137462999672,575.7302651004866,576.4318892005831,0.5,normal,0.717161500826478,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[1.217161500826478],576.4322778005153,576.4472673004493,576.7477943999693,578.08296540007,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
39,0,39,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.4516933001577854],,,,1,0,1,0,39,0,39,0,578.0988770006225,,,,,,,,,,,,578.0832451004535,578.0988770006225,0.0002954993396997452,578.0988770006225,578.0988770006225,578.2989925006405,580.0840329006314,580.0840329006314,580.0840329006314,580.1005874006078,580.5356638999656,2,normal,0.4516933001577854,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.4516933001577854],580.5360546000302,580.5509251998737,580.8511314000934,582.0363167999312,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
40,0,40,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8667756002396345],,,,1,0,1,0,40,0,40,0,582.0518779000267,,,,,,,,,,,,582.0365906003863,582.0518779000267,0.0002790996804833412,582.0518779000267,582.0518779000267,582.2527793999761,582.5526443002746,582.5526443002746,582.5526443002746,582.5693062003702,582.9040775001049,0.5,normal,0.3667756002396345,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8667756002396345],582.9044419005513,582.9196701999754,583.2196689005941,584.3382418006659,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
41,0,41,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.335016000084579],,,,1,0,1,0,41,0,41,0,584.3540988005698,,,,,,,,,,,,584.3384864004329,584.3540988005698,0.0002586003392934799,584.3540988005698,584.3540988005698,584.5542785003781,586.3391131004319,586.3391131004319,586.3391131004319,586.355704200454,586.6742960000411,2,normal,0.335016000084579,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.335016000084579],586.6746696000919,586.6894120005891,586.9897380005568,588.1244983002543,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
42,0,42,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8506468003615737],,,,1,0,1,0,42,0,42,0,588.1404172005132,,,,,,,,,,,,588.1247469000518,588.1404172005132,0.00025930069386959076,588.1404172005132,588.1404172005132,588.3400533003733,588.6244222000241,588.6244222000241,588.6244222000241,588.6412856001407,588.9762043999508,0.5,normal,0.3506468003615737,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8506468003615737],588.9766517998651,588.9913659002632,589.2914673006162,590.3768066000193,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
43,0,43,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8339865002781153],,,,1,0,1,0,43,0,43,0,590.3926427001134,,,,,,,,,,,,590.3770906003192,590.3926427001134,0.00030289962887763977,590.3926427001134,590.3926427001134,590.5925334002823,590.8762234002352,590.8762234002352,590.8762234002352,590.8930243002251,591.2118209004402,0.5,normal,0.3339865002781153,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8339865002781153],591.2121883006766,591.226903299801,591.5268999999389,592.5604679007083,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
44,0,44,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.319843700155616],,,,1,0,1,0,44,0,44,0,592.5775230005383,,,,,,,,,,,,592.5605930006132,592.5775230005383,0.00013159960508346558,592.5775230005383,592.5775230005383,592.7777388002723,594.5622067004442,594.5622067004442,594.5622067004442,594.5797915998846,594.8811816005036,2,normal,0.3198437001556158,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.319843700155616],594.8816509004682,594.8962390003726,595.1962834000587,596.2146271998063,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
45,0,45,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3184829000383615],,,,1,0,1,0,45,0,45,0,596.2306446004659,,,,,,,,,,,,596.2148966006935,596.2306446004659,0.000287800095975399,596.2306446004659,596.2306446004659,596.4308133004233,598.2156213000417,598.2156213000417,598.2156213000417,598.2323130005971,598.534091300331,2,normal,0.31848290003836155,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3184829000383615],598.5344563005492,598.549346299842,598.8494998002425,600.0345555003732,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
