thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Trial_2.started,PLUS_FP.started,mouse.started,AVG.started,Photodiode_plus.started,Photodiode_plus.stopped,PLUS_FP.stopped,polygon.started,Photodiode_polygon.started,Photodiode_polygon.stopped,Trial_2.stopped,FixDur,Type,RT,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,Intertrial_Period.started,Photodiode_2.started,Photodiode_2.stopped,Intertrial_Period.stopped,text.started,BREAK.started,Instructions.started,key_resp_5.started,BREAK.stopped,trials_3.key_resp_5.keys,trials_3.key_resp_5.rt,trials_3.key_resp_5.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
26,0,26,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3848454002290964],,,,3,0,3,0,26,0,26,0,1184.8036703998223,,,,,,,,,,,,1184.7881909999996,1184.8036703998223,0.0003302004188299179,1184.8036703998223,1184.8036703998223,1185.0037620002404,1186.7886176006868,1186.7886176006868,1186.7886176006868,1186.8055394003168,1187.1738026998937,2,normal,0.3848454002290964,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3848454002290964],1187.174231200479,1187.1891279006377,1187.4891731999815,1188.7075928002596,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
27,0,27,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3851738004013896],,,,3,0,3,0,27,0,27,0,1188.7236126000062,,,,,,,,,,,,1188.7078702002764,1188.7236126000062,0.0002899998798966408,1188.7236126000062,1188.7236126000062,1188.9237981000915,1190.7087698001415,1190.7087698001415,1190.7087698001415,1190.7251503001899,1191.0938496999443,2,normal,0.3851738004013896,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3851738004013896],1191.0942309005186,1191.108769199811,1191.4090865002945,1192.6609858004376,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
28,0,28,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8501776996999979],,,,3,0,3,0,28,0,28,0,1192.676918600686,,,,,,,,,,,,1192.6612651003525,1192.676918600686,0.0002907002344727516,1192.676918600686,1192.676918600686,1192.8770424006507,1193.1605456005782,1193.1605456005782,1193.1605456005782,1193.1772834006697,1193.5121956998482,0.5,normal,0.3501776996999979,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8501776996999979],1193.5126061998308,1193.5276111001149,1193.827808400616,1195.0960229998454,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
29,0,29,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.950667199678719],,,,3,0,3,0,29,0,29,0,1195.1121011003852,,,,,,,,,,,,1195.0962882004678,1195.1121011003852,0.0002824002876877785,1195.1121011003852,1195.1121011003852,1195.3122217999771,1195.5958894006908,1195.5958894006908,1195.5958894006908,1195.6126199001446,1196.0477948002517,0.5,normal,0.45066719967871904,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.950667199678719],1196.0482507999986,1196.0629550004378,1196.363262500614,1197.6317835003138,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
30,0,30,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.451898300088942],,,,3,0,3,0,30,0,30,0,1197.6476474003866,,,,,,,,,,,,1197.6320417001843,1197.6476474003866,0.00027220044285058975,1197.6476474003866,1197.6476474003866,1197.847739400342,1199.6328834006563,1199.6328834006563,1199.6328834006563,1199.6493982998654,1200.0852198004723,2,normal,0.45189830008894205,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.451898300088942],1200.0857859002426,1200.0996986003593,1200.4000345999375,1201.5513954004273,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
31,0,31,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.5347161004319787],,,,3,0,3,0,31,0,31,0,1201.5675621004775,,,,,,,,,,,,1201.5516664003953,1201.5675621004775,0.00028869975358247757,1201.5675621004775,1201.5675621004775,1201.767503700219,1203.5525722000748,1203.5525722000748,1203.5525722000748,1203.5691892001778,1204.0870518004522,2,normal,0.5347161004319787,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.5347161004319787],1204.0874439002946,1204.1029265001416,1204.4032302005216,1205.4215633003041,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
32,0,32,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.9169120006263256],,,,3,0,3,0,32,0,32,0,1205.437531299889,,,,,,,,,,,,1205.4218343002722,1205.437531299889,0.00028830021619796753,1205.437531299889,1205.437531299889,1205.637557500042,1205.9212848003954,1205.9212848003954,1205.9212848003954,1205.9378515006974,1206.339395600371,0.5,normal,0.4169120006263256,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.9169120006263256],1206.3397619007155,1206.3548453003168,1206.6552269002423,1207.9903687005863,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
33,0,33,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3180558001622558],,,,3,0,3,0,33,0,33,0,1208.006297999993,,,,,,,,,,,,1207.9906424004585,1208.006297999993,0.00029109977185726166,1208.006297999993,1208.006297999993,1208.2064709998667,1209.9912597006187,1209.9912597006187,1209.9912597006187,1210.0078862998635,1210.3094131005928,2,normal,0.31805580016225576,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3180558001622558],1210.309828300029,1210.3248345004395,1210.6251514004543,1211.526474200189,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
34,0,34,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.401278500445187],,,,3,0,3,0,34,0,34,0,1211.5424929000437,,,,,,,,,,,,1211.526777099818,1211.5424929000437,0.0003196997568011284,1211.5424929000437,1211.5424929000437,1211.7427655998617,1213.5275976005942,1213.5275976005942,1213.5275976005942,1213.5443700002506,1213.9287109998986,2,normal,0.4012785004451871,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.401278500445187],1213.929007800296,1213.9445373006165,1214.2443693000823,1215.3794625001028,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
35,0,35,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8507233997806907],,,,3,0,3,0,35,0,35,0,1215.3958883006126,,,,,,,,,,,,1215.3796945000067,1215.3958883006126,0.0002479003742337227,1215.3958883006126,1215.3958883006126,1215.5957157006487,1215.879504499957,1215.879504499957,1215.879504499957,1215.896143999882,1216.2312372000888,0.5,normal,0.35072339978069067,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8507233997806907],1216.2316813003272,1216.2464327001944,1216.546651800163,1217.564821800217,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
36,0,36,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.950449500232935],,,,3,0,3,0,36,0,36,0,1217.5808774000034,,,,,,,,,,,,1217.5650875000283,1217.5808774000034,0.00028030015528202057,1217.5808774000034,1217.5808774000034,1217.7807183004916,1218.0646612998098,1218.0646612998098,1218.0646612998098,1218.0812248000875,1218.5163401002064,0.5,normal,0.45044950023293495,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.950449500232935],1218.5168701000512,1218.5315649006516,1218.8319316003472,1220.0336508005857,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
37,0,37,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3348575001582503],,,,3,0,3,0,37,0,37,0,1220.049949100241,,,,,,,,,,,,1220.0339090004563,1220.049949100241,0.0003020996227860451,1220.049949100241,1220.049949100241,1220.2497836006805,1222.0345446001738,1222.0345446001738,1222.0345446001738,1222.0512749003246,1222.3695215005428,2,normal,0.33485750015825033,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[2.3348575001582503],1222.3698685998097,1222.3846337003633,1222.6853191005066,1223.9534582998604,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
38,0,38,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[1.567795000039041],,,,3,0,3,0,38,0,38,0,1223.9694624999538,,,,,,,,,,,,1223.9537344006822,1223.9694624999538,0.00029349979013204575,1223.9694624999538,1223.9694624999538,1224.1696108002216,1225.1537882005796,1225.1537882005796,1225.1537882005796,1225.1704834001139,1225.5223088003695,1.2011259071783789,surprise,0.3666690928606622,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[1.567795000039041],1225.5226945998147,1225.537445500493,1225.8374744001776,1226.8892669007182,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
39,0,39,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8506884006783366],,,,3,0,3,0,39,0,39,0,1226.9047961002216,,,,,,,,,,,,1226.8895314000547,1226.9047961002216,0.0002818005159497261,1226.9047961002216,1226.9047961002216,1227.1055623004213,1227.3887783000246,1227.3887783000246,1227.3887783000246,1227.4058082001284,1227.7408977001905,0.5,normal,0.3506884006783366,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8506884006783366],1227.7412725007161,1227.7558508999646,1228.0562371006235,1229.291205599904,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
40,0,40,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.550174499861896],,,,3,0,3,0,40,0,40,0,1229.3072210000828,,,,,,,,,,,,1229.291488500312,1229.3072210000828,0.0002793995663523674,1229.3072210000828,1229.3072210000828,1229.507498900406,,,,,1229.8423573998734,2,normal,-1.449825500138104,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.550174499861896],1229.8427585000172,1229.8577607003972,1230.1579717006534,1231.509982299991,1229.8577607003972,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
41,0,41,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8835479002445936],,,,3,0,3,0,41,0,41,0,1231.5257609998807,,,,,,,,,,,,1231.5102615002543,1231.5257609998807,0.00029499921947717667,1231.5257609998807,1231.5257609998807,1231.7261230004951,1232.0094373002648,1232.0094373002648,1232.0094373002648,1232.026266200468,1232.3945888997987,0.5,normal,0.3835479002445936,[-0.3472222222222222],[-0.2953703703703704],[1],[0],[0],[0.8835479002445936],1232.3949215998873,1232.4099105000496,1232.7102495003492,1234.061904400587,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
