thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Trial_2.started,PLUS_FP.started,mouse.started,AVG.started,PLUS_FP.stopped,polygon.started,Trial_2.stopped,FixDur,Type,RT,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,Intertrial_Period.started,Photodiode_2.started,Intertrial_Period.stopped,Photodiode_2.stopped,BREAK.started,Instructions.started,key_resp_5.started,BREAK.stopped,trials_3.key_resp_5.keys,trials_3.key_resp_5.rt,trials_3.key_resp_5.duration,text.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
9,0,9,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[0.7835534000769258],,,,0,0,0,0,9,0,9,0,36.19954730011523,,,,,,,,,,,,36.18384450022131,36.19954730011523,0.0003033000975847244,36.19954730011523,36.683542099781334,36.683542099781334,36.968200200237334,0.5,normal,0.28355340007692575,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[0.7835534000769258],36.968566100113094,36.983777900226414,38.40111520048231,37.48392250016332,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
10,0,10,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[2.2863799994811416],,,,0,0,0,0,10,0,10,0,38.41822540014982,,,,,,,,,,,,38.40126339998096,38.41822540014982,0.0001492006704211235,38.41822540014982,40.40279700048268,40.40279700048268,40.688287099823356,2,normal,0.28637999948114157,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[2.2863799994811416],40.68876420054585,40.70338760036975,42.17222320009023,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
11,0,11,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[2.301303799264133],,,,0,0,0,0,11,0,11,0,42.18798360042274,,,,,,,,,,,,42.17252460028976,42.18798360042274,0.00031669996678829193,42.18798360042274,44.17300259973854,44.17300259973854,44.47453640028834,2,normal,0.301303799264133,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[2.301303799264133],44.47490049991757,44.48995039984584,46.15874610003084,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
12,0,12,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[2.318585899658501],,,,0,0,0,0,12,0,12,0,46.17460499983281,,,,,,,,,,,,46.15904309973121,46.17460499983281,0.00030609965324401855,46.17460499983281,48.15962920058519,48.15962920058519,48.47853250056505,2,normal,0.31858589965850115,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[2.318585899658501],48.47902970016003,48.49329200014472,50.02858250029385,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
13,0,13,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[0.8336404003202915],,,,0,0,0,0,13,0,13,0,50.04452020023018,,,,,,,,,,,,50.028879600577056,50.04452020023018,0.0003017997369170189,50.04452020023018,50.52818110026419,50.52818110026419,50.86331250052899,0.5,normal,0.3336404003202915,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[0.8336404003202915],50.86389350052923,50.87855590041727,52.147266800515354,51.37885200046003,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
14,0,14,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[2.2668917002156377],,,,0,0,0,0,14,0,14,0,52.16283650044352,,,,,,,,,,,,52.14757280051708,52.16283650044352,0.00030460022389888763,52.16283650044352,54.14787620026618,54.14787620026618,54.41503590065986,2,normal,0.2668917002156377,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[2.2668917002156377],54.41533620003611,54.4316560998559,56.033568900078535,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
15,0,15,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[2.335029900074005],,,,0,0,0,0,15,0,15,0,56.04967540036887,,,,,,,,,,,,56.03388410061598,56.04967540036887,0.00030869990587234497,56.04967540036887,58.03478980064392,58.03478980064392,58.36964670009911,2,normal,0.3350299000740051,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[2.335029900074005],58.37004309985787,58.383731899783015,59.6029978999868,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
16,0,16,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[0.8838841002434492],,,,0,0,0,0,16,0,16,0,59.61905140057206,,,,,,,,,,,,59.60331569984555,59.61905140057206,0.0003229007124900818,59.61905140057206,60.10272770002484,60.10272770002484,60.48793020006269,0.5,normal,0.3838841002434492,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[0.8838841002434492],60.48836890049279,60.50314559973776,61.87166559975594,61.00365660060197,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
17,0,17,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[0.7836193004623055],,,,0,0,0,0,17,0,17,0,61.88725350052118,,,,,,,,,,,,61.87193880043924,61.88725350052118,0.00028060004115104675,61.88725350052118,62.37134790048003,62.37134790048003,62.656265100464225,0.5,normal,0.28361930046230555,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[0.7836193004623055],62.65666940063238,62.67167969979346,63.93964800052345,63.171951400116086,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
18,0,18,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[1.5347192008048296],,,,0,0,0,0,18,0,18,0,63.95592979993671,,,,,,,,,,,,63.93989880010486,63.95592979993671,0.00025899987667798996,63.95592979993671,65.12363000027835,65.12363000027835,65.47526870016009,1.1798772955575838,surprise,0.3548419052472458,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[1.5347192008048296],65.47581920027733,65.49077699985355,67.00911760050803,66.6749087003991,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
19,0,19,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[2.4529585000127554],,,,0,0,0,0,19,0,19,0,67.02533510047942,,,,,,,,,,,,67.00934960041195,67.02533510047942,0.00023640040308237076,67.02533510047942,69.01010449975729,69.01010449975729,69.46319979988039,2,normal,0.4529585000127554,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[2.4529585000127554],69.46375219989568,69.47723670024425,70.76218739990145,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
20,0,20,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[1.1177881006151438],,,,0,0,0,0,20,0,20,0,70.77855890057981,,,,,,,,,,,,70.7624328006059,70.77855890057981,0.00025250017642974854,70.77855890057981,71.26207820046693,71.26207820046693,71.88125010021031,0.5,normal,0.6177881006151438,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[1.1177881006151438],71.88187110051513,71.89593419991434,73.41352189984173,72.39627380017191,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
21,0,21,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[2.519735200330615],,,,0,0,0,0,21,0,21,0,73.42994000017643,,,,,,,,,,,,73.41363279987127,73.42994000017643,0.00011499971151351929,73.42994000017643,75.41561970021576,75.41561970021576,75.93407810013741,2,normal,0.519735200330615,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[2.519735200330615],75.93448510020971,75.94939959980547,77.51800950057805,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
22,0,22,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[1.117390999570489],,,,0,0,0,0,22,0,22,0,77.53397000022233,,,,,,,,,,,,77.51830680016428,77.53397000022233,0.00030509941279888153,77.53397000022233,78.01774040050805,78.01774040050805,78.63652150053531,0.5,normal,0.6173909995704889,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[1.117390999570489],78.63695240020752,78.65154710039496,80.08645110018551,79.15192299988121,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
23,0,23,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[2.4190399991348386],,,,0,0,0,0,23,0,23,0,80.10259800031781,,,,,,,,,,,,80.08668990060687,80.10259800031781,0.0002474002540111542,80.10259800031781,82.08773180004209,82.08773180004209,82.50662169978023,2,normal,0.4190399991348386,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[2.4190399991348386],82.5072258003056,82.52160960063338,83.90684350021183,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
24,0,24,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[2.301542400382459],,,,0,0,0,0,24,0,24,0,83.92259369976819,,,,,,,,,,,,83.90717530064285,83.92259369976819,0.0003399001434445381,83.92259369976819,85.90769590064883,85.90769590064883,86.20962509978563,2,normal,0.30154240038245916,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[2.301542400382459],86.21024189982563,86.22469499986619,87.77689869981259,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
25,0,25,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[0.8338053002953529],,,,0,0,0,0,25,0,25,0,87.79271740000695,,,,,,,,,,,,87.7772075003013,87.79271740000695,0.00030750036239624023,87.79271740000695,88.2762994999066,88.2762994999066,88.61189190018922,0.5,normal,0.33380530029535294,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[0.8338053002953529],88.61248510051519,88.62671050056815,89.92839939985424,89.12598340027034,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
26,0,26,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[1.4173635002225637],,,,0,0,0,0,26,0,26,0,89.94425399973989,,,,,,,,,,,,89.92867900058627,89.94425399973989,0.0002858005464076996,89.94425399973989,91.02860950026661,91.02860950026661,91.34677710011601,1.0879298837836398,surprise,0.329433616438924,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[1.4173635002225637],91.34724779985845,91.36233420018107,92.61406060028821,92.46313910000026,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
27,0,27,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[2.451731700450182],,,,0,0,0,0,27,0,27,0,92.62974790018052,,,,,,,,,,,,92.61435690056533,92.62974790018052,0.0002984004095196724,92.62974790018052,94.61478960048407,94.61478960048407,95.0669152000919,2,normal,0.45173170045018196,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[2.451731700450182],95.06738669984043,95.0819618999958,96.49919589981437,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
28,0,28,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[2.2863884000107646],,,,0,0,0,0,28,0,28,0,96.51609870046377,,,,,,,,,,,,96.49930660054088,96.51609870046377,0.00011140014976263046,96.51609870046377,98.50143930036575,98.50143930036575,98.78624759986997,2,normal,0.2863884000107646,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[2.2863884000107646],98.78667860012501,98.80176809988916,100.42046579997987,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
29,0,29,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[2.2847956996411085],,,,0,0,0,0,29,0,29,0,100.43644500058144,,,,,,,,,,,,100.42075060028583,100.43644500058144,0.000290699303150177,100.43644500058144,102.42126569990069,102.42126569990069,102.70630010031164,2,normal,0.2847956996411085,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[2.2847956996411085],102.7067892998457,102.72161979973316,103.92336549982429,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
30,0,30,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[2.3674812000244856],,,,0,0,0,0,30,0,30,0,103.93925940059125,,,,,,,,,,,,103.92364190053195,103.93925940059125,0.00028479937463998795,103.93925940059125,105.92425900045782,105.92425900045782,106.29170060064644,2,normal,0.3674812000244856,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[2.3674812000244856],106.2920732004568,106.30794710014015,107.92661560047418,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
31,0,31,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[0.8169747004285455],,,,0,0,0,0,31,0,31,0,107.94252649974078,,,,,,,,,,,,107.92692050058395,107.94252649974078,0.0003168005496263504,107.94252649974078,108.42647020053118,108.42647020053118,108.74499659985304,0.5,normal,0.3169747004285455,[-0.03796296296296296],[0.13148148148148148],[1],[0],[0],[0.8169747004285455],108.74549750052392,108.75993769988418,110.3785640001297,109.26046350039542,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
