thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Trial_2.started,PLUS_FP.started,mouse.started,AVG.started,PLUS_FP.stopped,polygon.started,Trial_2.stopped,FixDur,Type,RT,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,Intertrial_Period.started,Photodiode_2.started,Intertrial_Period.stopped,Photodiode_2.stopped,BREAK.started,Instructions.started,key_resp_5.started,BREAK.stopped,trials_3.key_resp_5.keys,trials_3.key_resp_5.rt,trials_3.key_resp_5.duration,text.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
12,0,12,[-0.008333333333333333],[0.325],[1],[0],[0],[2.5516168996691704],,,,2,0,2,0,12,0,12,0,698.8174438998103,,,,,,,,,,,,698.8019237006083,698.8174438998103,0.0002783993259072304,698.8174438998103,700.8025302998722,700.8025302998722,701.3541876999661,2,normal,0.5516168996691704,[-0.008333333333333333],[0.325],[1],[0],[0],[2.5516168996691704],701.3546690000221,701.3697813004255,702.9215171001852,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
13,0,13,[-0.008333333333333333],[0.325],[1],[0],[0],[3.0021561002358794],,,,2,0,2,0,13,0,13,0,702.9375875005499,,,,,,,,,,,,702.9218957005069,702.9375875005499,0.0003836005926132202,702.9375875005499,704.922665799968,704.922665799968,705.9247139003128,2,normal,1.0021561002358794,[-0.008333333333333333],[0.325],[1],[0],[0],[3.0021561002358794],705.9251235006377,705.9398405998945,707.475621400401,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
14,0,14,[-0.008333333333333333],[0.325],[1],[0],[0],[2.351291799917817],,,,2,0,2,0,14,0,14,0,707.4915305003524,,,,,,,,,,,,707.4759341003373,707.4915305003524,0.00031189993023872375,707.4915305003524,709.4763561999425,709.4763561999425,709.827838100493,2,normal,0.3512917999178171,[-0.008333333333333333],[0.325],[1],[0],[0],[2.351291799917817],709.8282463997602,709.8433018997312,711.2953032003716,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
15,0,15,[-0.008333333333333333],[0.325],[1],[0],[0],[2.3515480998903513],,,,2,0,2,0,15,0,15,0,711.3111968999729,,,,,,,,,,,,711.2955475002527,711.3111968999729,0.00026219990104436874,711.3111968999729,713.2962663006037,713.2962663006037,713.6479160999879,2,normal,0.3515480998903513,[-0.008333333333333333],[0.325],[1],[0],[0],[2.3515480998903513],713.6483616000041,713.6630619000643,715.2485827002674,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
16,0,16,[-0.008333333333333333],[0.325],[1],[0],[0],[2.3516292003914714],,,,2,0,2,0,16,0,16,0,715.2644407004118,,,,,,,,,,,,715.248868400231,715.2644407004118,0.000290699303150177,715.2644407004118,717.2494427002966,717.2494427002966,717.601219500415,2,normal,0.3516292003914714,[-0.008333333333333333],[0.325],[1],[0],[0],[2.3516292003914714],717.6015964997932,717.6163964997977,718.9850335000083,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
17,0,17,[-0.008333333333333333],[0.325],[1],[0],[0],[0.8171047996729612],,,,2,0,2,0,17,0,17,0,719.0008057998493,,,,,,,,,,,,718.9853135002777,719.0008057998493,0.0002848999574780464,719.0008057998493,719.4847664004192,719.4847664004192,719.8031593998894,0.5,normal,0.31710479967296124,[-0.008333333333333333],[0.325],[1],[0],[0],[0.8171047996729612],719.8035160005093,719.8184162005782,721.0199309000745,720.318720200099,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
18,0,18,[-0.008333333333333333],[0.325],[1],[0],[0],[0.8838289994746447],,,,2,0,2,0,18,0,18,0,721.0359383998439,,,,,,,,,,,,721.0202045002952,721.0359383998439,0.0002837004140019417,721.0359383998439,721.5198370004073,721.5198370004073,721.9048025002703,0.5,normal,0.38382899947464466,[-0.008333333333333333],[0.325],[1],[0],[0],[0.8838289994746447],721.9051866000518,721.9200888006017,723.5053505003452,722.4204187002033,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
19,0,19,[-0.008333333333333333],[0.325],[1],[0],[0],[0.800381800159812],,,,2,0,2,0,19,0,19,0,723.5212943004444,,,,,,,,,,,,723.5056127002463,723.5212943004444,0.0002707000821828842,723.5212943004444,724.0050793997943,724.0050793997943,724.3067700006068,0.5,normal,0.300381800159812,[-0.008333333333333333],[0.325],[1],[0],[0],[0.800381800159812],724.3071598000824,724.3220006003976,725.52400900051,724.8224475001916,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
20,0,20,[-0.008333333333333333],[0.325],[1],[0],[0],[0.7832793006673455],,,,2,0,2,0,20,0,20,0,725.5396261997521,,,,,,,,,,,,725.524297600612,725.5396261997521,0.00029509980231523514,725.5396261997521,726.0234270002693,726.0234270002693,726.3083466002718,0.5,normal,0.2832793006673455,[-0.008333333333333333],[0.325],[1],[0],[0],[0.7832793006673455],726.3087654002011,726.3236022004858,727.8424410000443,726.8240708000958,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
21,0,21,[-0.008333333333333333],[0.325],[1],[0],[0],[2.300394699908793],,,,2,0,2,0,21,0,21,0,727.8582151997834,,,,,,,,,,,,727.8427280997857,727.8582151997834,0.0002931002527475357,727.8582151997834,729.8432964999229,729.8432964999229,730.1435463000089,2,normal,0.300394699908793,[-0.008333333333333333],[0.325],[1],[0],[0],[2.300394699908793],730.1437125001103,730.1596060004085,731.829380100593,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
22,0,22,[-0.008333333333333333],[0.325],[1],[0],[0],[0.8499998999759555],,,,2,0,2,0,22,0,22,0,731.8449218999594,,,,,,,,,,,,731.8296988001093,731.8449218999594,0.00032929982990026474,731.8449218999594,732.328656299971,732.328656299971,732.68064600043,0.5,normal,0.3499998999759555,[-0.008333333333333333],[0.325],[1],[0],[0],[0.8499998999759555],732.6811257004738,732.6957384003326,733.9476335002109,733.1960580004379,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
23,0,23,[-0.008333333333333333],[0.325],[1],[0],[0],[2.318117600865662],,,,2,0,2,0,23,0,23,0,733.9634723998606,,,,,,,,,,,,733.9478986002505,733.9634723998606,0.00027170032262802124,733.9634723998606,735.9483786998317,735.9483786998317,736.2667955001816,2,normal,0.3181176008656621,[-0.008333333333333333],[0.325],[1],[0],[0],[2.318117600865662],736.2674069004133,736.2819686001167,737.9011343000457,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
24,0,24,[-0.008333333333333333],[0.325],[1],[0],[0],[2.266363199800253],,,,2,0,2,0,24,0,24,0,737.91660230048,,,,,,,,,,,,737.9014202002436,737.91660230048,0.0002954993396997452,737.91660230048,739.9016271000728,739.9016271000728,740.1681826002896,2,normal,0.2663631998002529,[-0.008333333333333333],[0.325],[1],[0],[0],[2.266363199800253],740.1683450005949,740.1850370997563,741.4039214998484,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
25,0,25,[-0.008333333333333333],[0.325],[1],[0],[0],[2.3349708998575807],,,,2,0,2,0,25,0,25,0,741.4195239003748,,,,,,,,,,,,741.4042082000524,741.4195239003748,0.00028670020401477814,741.4195239003748,743.4044987000525,743.4044987000525,743.7399693997577,2,normal,0.33497089985758066,[-0.008333333333333333],[0.325],[1],[0],[0],[2.3349708998575807],743.7404180001467,743.7547320006415,744.9733968004584,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
26,0,26,[-0.008333333333333333],[0.325],[1],[0],[0],[1.1172620998695493],,,,2,0,2,0,26,0,26,0,744.9893319997936,,,,,,,,,,,,744.973660999909,744.9893319997936,0.00027090031653642654,744.9893319997936,745.4731360999867,745.4731360999867,746.0917092999443,0.5,normal,0.6172620998695493,[-0.008333333333333333],[0.325],[1],[0],[0],[1.1172620998695493],746.0921005001292,746.1069686999545,747.342160500586,746.6069796998054,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
27,0,27,[-0.008333333333333333],[0.325],[1],[0],[0],[2.3677630992606282],,,,2,0,2,0,27,0,27,0,747.3581151999533,,,,,,,,,,,,747.3424637997523,747.3581151999533,0.00030170008540153503,747.3581151999533,749.3433507001027,749.3433507001027,749.7111156005412,2,normal,0.3677630992606282,[-0.008333333333333333],[0.325],[1],[0],[0],[2.3677630992606282],749.7116889003664,749.7260940000415,751.362163499929,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
28,0,28,[-0.008333333333333333],[0.325],[1],[0],[0],[2.4345378996804357],,,,2,0,2,0,28,0,28,0,751.3777753999457,,,,,,,,,,,,751.3624375006184,751.3777753999457,0.000283299945294857,751.3777753999457,752.7123694000766,752.7123694000766,753.7978595998138,1.3476933863460554,surprise,1.0868445133343803,[-0.008333333333333333],[0.325],[1],[0],[0],[2.4345378996804357],753.7984303999692,753.8132915003225,755.0818726997823,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
29,0,29,[-0.008333333333333333],[0.325],[1],[0],[0],[1.6345127001404762],,,,2,0,2,0,29,0,29,0,755.0977551005781,,,,,,,,,,,,755.0821579005569,755.0977551005781,0.00029170047491788864,755.0977551005781,756.3988653002307,756.3988653002307,756.7174204001203,1.308268806163739,surprise,0.32624389397673714,[-0.008333333333333333],[0.325],[1],[0],[0],[1.6345127001404762],756.7178520997986,756.7325753998011,757.9345383998007,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
30,0,30,[-0.008333333333333333],[0.325],[1],[0],[0],[0.8999709002673626],,,,2,0,2,0,30,0,30,0,757.9502940000966,,,,,,,,,,,,757.9348554005846,757.9502940000966,0.0003147004172205925,757.9502940000966,758.4339180998504,758.4339180998504,758.8356173997745,0.5,normal,0.3999709002673626,[-0.008333333333333333],[0.325],[1],[0],[0],[0.8999709002673626],758.8360941000283,758.8508136002347,760.3194161998108,759.3512820005417,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
31,0,31,[-0.008333333333333333],[0.325],[1],[0],[0],[1.1503508007153869],,,,2,0,2,0,31,0,31,0,760.3355029998347,,,,,,,,,,,,760.3197145005688,760.3355029998347,0.0003054998815059662,760.3355029998347,760.8194313999265,760.8194313999265,761.4707628004253,0.5,normal,0.6503508007153869,[-0.008333333333333333],[0.325],[1],[0],[0],[1.1503508007153869],761.4711690004915,761.4864285001531,762.9549272004515,761.986569000408,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
32,0,32,[-0.008333333333333333],[0.325],[1],[0],[0],[0.866708499379456],,,,2,0,2,0,32,0,32,0,762.9709676997736,,,,,,,,,,,,762.9551987005398,762.9709676997736,0.0002761995419859886,762.9709676997736,763.4548345999792,763.4548345999792,763.8225472997874,0.5,normal,0.36670849937945604,[-0.008333333333333333],[0.325],[1],[0],[0],[0.866708499379456],763.8228877000511,763.8383065005764,765.3571613999084,764.3388000000268,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
33,0,33,[-0.008333333333333333],[0.325],[1],[0],[0],[2.31842640042305],,,,2,0,2,0,33,0,33,0,765.3729151999578,,,,,,,,,,,,765.3574648005888,765.3729151999578,0.0003054998815059662,765.3729151999578,767.35806579981,767.35806579981,767.6768000004813,2,normal,0.3184264004230499,[-0.008333333333333333],[0.325],[1],[0],[0],[2.31842640042305],767.6773439003155,767.6917722998187,769.3269512001425,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
34,0,34,[-0.008333333333333333],[0.325],[1],[0],[0],[0.9840174997225404],,,,2,0,2,0,34,0,34,0,769.342823700048,,,,,,,,,,,,769.3272413006052,769.342823700048,0.0002971002832055092,769.342823700048,769.8266901001334,769.8266901001334,770.3119852999225,0.5,normal,0.4840174997225404,[-0.008333333333333333],[0.325],[1],[0],[0],[0.9840174997225404],770.3123896997422,770.327162200585,771.9623079998419,770.8275143001229,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
35,0,35,[-0.008333333333333333],[0.325],[1],[0],[0],[2.4687989000231028],,,,2,0,2,0,35,0,35,0,771.9783217003569,,,,,,,,,,,,771.9626941001043,771.9783217003569,0.00039610080420970917,771.9783217003569,773.963350799866,773.963350799866,774.4321130001917,2,normal,0.46879890002310276,[-0.008333333333333333],[0.325],[1],[0],[0],[2.4687989000231028],774.4323987998068,774.4470276003703,775.7655643997714,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
36,0,36,[-0.008333333333333333],[0.325],[1],[0],[0],[2.3181544998660684],,,,2,0,2,0,36,0,36,0,775.7815206004307,,,,,,,,,,,,775.765839099884,775.7815206004307,0.0002792002633213997,775.7815206004307,777.766086500138,777.766086500138,778.0847166003659,2,normal,0.31815449986606836,[-0.008333333333333333],[0.325],[1],[0],[0],[2.3181544998660684],778.0850913999602,778.1000359002501,779.3852962004021,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
37,0,37,[-0.008333333333333333],[0.325],[1],[0],[0],[0.8507481999695301],,,,2,0,2,0,37,0,37,0,779.4011963000521,,,,,,,,,,,,779.3855951000005,779.4011963000521,0.00030670035630464554,779.4011963000521,779.8852799003944,779.8852799003944,780.237276500091,0.5,normal,0.3507481999695301,[-0.008333333333333333],[0.325],[1],[0],[0],[0.8507481999695301],780.2377379005775,780.2522082002833,781.8542849002406,780.7524006003514,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
38,0,38,[-0.008333333333333333],[0.325],[1],[0],[0],[0.8166859997436404],,,,2,0,2,0,38,0,38,0,781.8700012005866,,,,,,,,,,,,781.8545933999121,781.8700012005866,0.0003078998997807503,781.8700012005866,782.3530353000388,782.3530353000388,782.672119400464,0.5,normal,0.3166859997436404,[-0.008333333333333333],[0.325],[1],[0],[0],[0.8166859997436404],782.6725483005866,782.6873048003763,784.2725923005491,783.1876018000767,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
39,0,39,[-0.008333333333333333],[0.325],[1],[0],[0],[2.2683988995850086],,,,2,0,2,0,39,0,39,0,784.2884872006252,,,,,,,,,,,,784.2728230999783,784.2884872006252,0.00023780018091201782,784.2884872006252,786.2738247998059,786.2738247998059,786.5421139998361,2,normal,0.2683988995850086,[-0.008333333333333333],[0.325],[1],[0],[0],[2.2683988995850086],786.5425605000928,786.5570886004716,787.7758964002132,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
40,0,40,[-0.008333333333333333],[0.325],[1],[0],[0],[0.9003472002223134],,,,2,0,2,0,40,0,40,0,787.7916274005547,,,,,,,,,,,,787.7762034004554,787.7916274005547,0.00030689965933561325,787.7916274005547,788.2754635000601,788.2754635000601,788.6773257004097,0.5,normal,0.4003472002223134,[-0.008333333333333333],[0.325],[1],[0],[0],[0.9003472002223134],788.6777459001169,788.6921974997967,789.8774289004505,789.1926423003897,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
41,0,41,[-0.008333333333333333],[0.325],[1],[0],[0],[2.35159819945693],,,,2,0,2,0,41,0,41,0,789.8932266002521,,,,,,,,,,,,789.8777098003775,789.8932266002521,0.0002900008112192154,789.8932266002521,791.8780407002196,791.8780407002196,792.2301225000992,2,normal,0.35159819945693016,[-0.008333333333333333],[0.325],[1],[0],[0],[2.35159819945693],792.2305191000924,792.2452733004466,793.496859700419,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
42,0,42,[-0.008333333333333333],[0.325],[1],[0],[0],[0.9000388998538256],,,,2,0,2,0,42,0,42,0,793.5131061999127,,,,,,,,,,,,793.4971479000524,793.5131061999127,0.0002948995679616928,793.5131061999127,793.9969035005197,793.9969035005197,794.3978212997317,0.5,normal,0.40003889985382557,[-0.008333333333333333],[0.325],[1],[0],[0],[0.9000388998538256],794.3981557004154,794.4135405998677,795.9487891001627,794.9140365999192,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
43,0,43,[-0.008333333333333333],[0.325],[1],[0],[0],[2.451842300593853],,,,2,0,2,0,43,0,43,0,795.9649114003405,,,,,,,,,,,,795.9490563999861,795.9649114003405,0.00027350056916475296,795.9649114003405,797.9499570000917,797.9499570000917,798.4016420003027,2,normal,0.451842300593853,[-0.008333333333333333],[0.325],[1],[0],[0],[2.451842300593853],798.4021135000512,798.416965899989,799.7855218006298,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
44,0,44,[-0.008333333333333333],[0.325],[1],[0],[0],[2.3348008999601007],,,,2,0,2,0,44,0,44,0,799.801567000337,,,,,,,,,,,,799.7858546003699,799.801567000337,0.00034190062433481216,799.801567000337,801.7865703999996,801.7865703999996,802.121456200257,2,normal,0.33480089996010065,[-0.008333333333333333],[0.325],[1],[0],[0],[2.3348008999601007],802.1218632999808,802.1367399003357,803.6387232001871,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
45,0,45,[-0.008333333333333333],[0.325],[1],[0],[0],[2.3849408999085426],,,,2,0,2,0,45,0,45,0,803.6546708997339,,,,,,,,,,,,803.6390348002315,803.6546708997339,0.00032010022550821304,803.6546708997339,805.6397128999233,805.6397128999233,806.0247924998403,2,normal,0.38494089990854263,[-0.008333333333333333],[0.325],[1],[0],[0],[2.3849408999085426],806.0253146998584,806.0400469005108,807.3417469002306,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
46,0,46,[-0.008333333333333333],[0.325],[1],[0],[0],[2.385160299949348],,,,2,0,2,0,46,0,46,0,807.3577212002128,,,,,,,,,,,,807.3420870006084,807.3577212002128,0.0003476003184914589,807.3577212002128,809.3429113002494,809.3429113002494,809.7279844004661,2,normal,0.385160299949348,[-0.008333333333333333],[0.325],[1],[0],[0],[2.385160299949348],809.7285000002012,809.7431406006217,811.3282988006249,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
47,0,47,[-0.008333333333333333],[0.325],[1],[0],[0],[2.502185099758208],,,,2,0,2,0,47,0,47,0,811.3446033000946,,,,,,,,,,,,811.3285656003281,811.3446033000946,0.0002709999680519104,811.3446033000946,813.329370399937,813.329370399937,813.8316425001249,2,normal,0.5021850997582078,[-0.008333333333333333],[0.325],[1],[0],[0],[2.502185099758208],813.8322286000475,813.8464946001768,815.3821184998378,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
48,0,48,[-0.008333333333333333],[0.325],[1],[0],[0],[1.1337804002687335],,,,2,0,2,0,48,0,48,0,815.3978802999482,,,,,,,,,,,,815.3824314000085,815.3978802999482,0.0003121001645922661,815.3978802999482,815.8812218997627,815.8812218997627,816.5171822002158,0.5,normal,0.6337804002687335,[-0.008333333333333333],[0.325],[1],[0],[0],[1.1337804002687335],816.5177656002343,816.5321233998984,818.1674677003175,817.0325658004731,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
49,0,49,[-0.026851851851851852],[0.325],[1],[0],[0],[0.8165856003761292],,,,2,0,2,0,49,0,49,0,818.1835169000551,,,,,,,,,,,,818.1677590999752,818.1835169000551,0.0002985997125506401,818.1835169000551,818.6671176003292,818.6671176003292,818.9850244000554,0.5,normal,0.31658560037612915,[-0.026851851851851852],[0.325],[1],[0],[0],[0.8165856003761292],818.9854220999405,819.0005852999166,820.302554000169,819.5011085998267,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
50,0,50,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.351712199859321],,,,2,0,2,0,50,0,50,0,820.318478600122,,,,,,,,,,,,820.3028313005343,820.318478600122,0.0002855006605386734,820.318478600122,822.3034808002412,822.3034808002412,822.6552789006382,2,normal,0.3517121998593211,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.351712199859321],822.6557384002954,822.6705162003636,823.9724815003574,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
51,0,51,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.2844567000865936],,,,2,0,2,0,51,0,51,0,823.9883275004104,,,,,,,,,,,,823.9727802006528,823.9883275004104,0.00030159950256347656,823.9883275004104,825.9732239004225,825.9732239004225,826.257934300229,2,normal,0.28445670008659363,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.2844567000865936],826.2583603998646,826.2734310002998,827.758828099817,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
52,0,52,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.3181828996166587],,,,2,0,2,0,52,0,52,0,827.7747547999024,,,,,,,,,,,,827.7591206999496,827.7747547999024,0.00030110031366348267,827.7747547999024,829.7598155001178,829.7598155001178,830.0781642002985,2,normal,0.3181828996166587,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.3181828996166587],830.078634600155,830.09339930024,831.6786460001022,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
53,0,53,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.334552800282836],,,,2,0,2,0,53,0,53,0,831.6946347998455,,,,,,,,,,,,831.6789119001478,831.6946347998455,0.00027639977633953094,831.6946347998455,833.6796645000577,833.6796645000577,834.014186900109,2,normal,0.33455280028283596,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.334552800282836],834.0146134998649,834.030003500171,835.6819534003735,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
54,0,54,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.38502490054816],,,,2,0,2,0,54,0,54,0,835.6979659004137,,,,,,,,,,,,835.6822428004816,835.6979659004137,0.00029700063169002533,835.6979659004137,837.683148900047,837.683148900047,838.0680312998593,2,normal,0.3850249005481601,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.38502490054816],838.0684197004884,838.083347200416,839.7354140998796,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
55,0,55,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.284930200316012],,,,2,0,2,0,55,0,55,0,839.7513297004625,,,,,,,,,,,,839.7356961006299,839.7513297004625,0.00028140004724264145,839.7513297004625,841.7362585002556,841.7362585002556,842.0214758999646,2,normal,0.2849302003160119,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.284930200316012],842.021911200136,842.036690399982,843.2549061998725,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
56,0,56,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[0.8166958997026086],,,,2,0,2,0,56,0,56,0,843.2706129001454,,,,,,,,,,,,843.2552008004859,843.2706129001454,0.00032299943268299103,843.2706129001454,843.7548055006191,843.7548055006191,844.0726628005505,0.5,normal,0.3166958997026086,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[0.8166958997026086],844.0730877006426,844.0881799999624,845.5557981003076,844.5889194002375,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
57,0,57,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.553237499669194],,,,2,0,2,0,57,0,57,0,845.5721901999786,,,,,,,,,,,,845.5559154003859,845.5721901999786,0.00011769961565732956,845.5721901999786,847.5569959003478,847.5569959003478,848.1098953001201,2,normal,0.5532374996691942,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.553237499669194],848.1102913003415,848.1250267997384,849.660623700358,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
